idx,meci_type
0135_2,0198_2
0037_5,0236_15
0008_13,0133_8
0240_10,0236_15
0049_3,0067_5
0128_7,0120_2
0247_19,0120_2
0227_8,0236_15
0227_9,0236_15
0049_2,0198_2
0240_11,0240_13
0247_18,0065_7
0072_4,0236_15
0008_12,0133_8
0135_3,0198_2
0190_6,0261_5
0149_7,0120_2
0255_2,0067_5
0203_8,0236_15
0143_13,0120_2
0154_2,0067_5
0248_7,0236_15
0035_6,0120_2
0118_17,0263_14
0111_2,0067_5
0102_8,0236_15
0194_11,0133_8
0016_12,0263_14
0192_4,0236_15
0008_6,0067_5
0275_7,0236_15
0252_11,0120_2
0253_4,0263_14
0216_4,0198_2
0069_17,0065_7
0189_7,0236_15
0015_3,0133_8
0098_11,0133_8
0050_3,0133_8
0268_2,0198_2
0152_4,0198_2
0194_2,0198_2
0214_6,0263_14
0108_3,0133_8
0069_7,0133_8
0122_16,0120_2
0179_12,0236_15
0176_5,0236_15
0067_8,0065_7
0133_5,0067_5
0051_13,0120_2
0115_6,0133_8
0031_2,0067_5
0074_2,0236_15
0094_7,0120_2
0236_18,0261_5
0004_12,0263_14
